n_tokens,n_tokens_all,n_chars,n_chars_all,n_syllables,n_words,n_unique_lemmas,n_sentences,n_other,n_nouns,n_verbs,n_number,n_symbols,n_adverbs,n_articles,n_pronouns,n_particles,n_adjectives,n_prepositions,n_proper_nouns,n_punctuations,n_interjections,n_coordinating_conjunctions,n_subordinating_conjunctions,n_active_verbs,n_passive_verbs,n_reflective_verbs,n_latinisms,n_difficult_connectives,n_vdb,n_vdb_fo,n_vdb_au,n_vdb_ad,ttr,gulpease,flesch_vacca,lexical_density,semantic_similarity,editdistance,n_added_tokens,n_deleted_tokens,n_added_vdb_tokens,n_deleted_vdb_tokens
80,89,495,504,198,68,60,3,1,16,13,4,0,1,15,1,0,8,14,6,9,0,1,0,1,5,0,0,0,57,48,9,4,85.0,38.375,18.458333333333332,47.5,99.24618005752563,54,10,13,8,7
257,289,1387,1419,589,147,127,14,0,79,28,2,0,5,23,4,0,24,66,9,32,0,9,1,19,0,1,0,0,188,165,24,18,57.19844357976653,51.37354085603113,38.6739855475264,52.918287937743195,99.76273775100708,51,8,2,3,0
253,298,1468,1513,598,150,130,12,2,69,26,6,1,6,19,2,0,16,59,29,45,0,10,0,14,3,0,0,0,142,121,20,24,59.28853754940712,45.205533596837945,31.280303030303013,46.24505928853755,99.67041611671448,38,13,9,7,4
303,342,1621,1660,676,188,164,11,1,80,31,12,0,5,29,3,0,24,69,30,39,0,10,1,9,10,0,0,0,184,152,30,33,62.04620462046204,46.39273927392739,33.43804380438043,46.2046204620462,99.68599081039429,70,23,22,11,9
303,342,1621,1660,676,188,164,11,1,80,31,12,0,5,29,3,0,24,69,30,39,0,10,1,9,10,0,0,0,184,152,30,33,62.04620462046204,46.39273927392739,33.43804380438043,46.2046204620462,99.68599081039429,70,23,22,11,9
119,141,636,658,249,88,77,4,0,32,16,6,1,0,13,2,0,10,20,9,22,0,6,0,10,2,0,0,0,73,67,7,8,73.94957983193278,45.63865546218487,40.241596638655466,48.739495798319325,98.30245971679688,45,13,18,6,6
119,141,636,658,249,88,77,4,0,32,16,6,1,0,13,2,0,10,20,9,22,0,6,0,10,2,0,0,0,73,67,7,8,73.94957983193278,45.63865546218487,40.241596638655466,48.739495798319325,98.30245971679688,45,13,18,6,6
281,349,1497,1565,608,190,163,10,0,59,32,13,0,2,21,6,0,32,50,53,65,0,8,0,17,2,0,0,0,161,146,15,24,67.61565836298932,46.40213523131673,37.25943060498218,44.48398576512456,99.91462826728821,27,7,10,4,4
254,290,1494,1530,615,177,148,10,0,74,29,1,0,7,20,2,0,36,56,17,36,0,8,0,18,3,0,0,0,185,167,19,26,69.68503937007874,41.99212598425197,23.218110236220475,57.48031496062992,99.78561401367188,37,12,11,8,6
125,137,759,771,310,91,74,8,0,33,16,1,0,0,17,0,0,11,25,9,13,0,5,1,10,2,0,0,0,81,68,12,7,72.8,47.48,29.174999999999983,48.0,99.91158843040466,35,7,11,4,7
418,466,2459,2507,1022,239,197,19,2,99,64,3,0,12,26,11,0,32,84,40,48,0,13,1,32,9,1,0,4,258,206,46,36,57.17703349282297,43.80861244019139,25.07655502392342,49.52153110047847,99.949711561203,55,18,20,4,8
298,330,1774,1806,740,200,168,16,0,79,31,4,1,8,27,6,0,29,64,30,32,0,7,3,18,2,3,0,0,180,156,21,27,67.11409395973155,45.577181208053695,25.965604026845625,49.328859060402685,99.95381832122803,112,26,40,11,11
392,443,2327,2378,974,252,210,19,0,120,48,10,0,9,31,6,0,38,94,10,54,0,7,2,30,5,1,0,1,271,228,43,41,64.28571428571429,44.17857142857143,23.863319011815253,54.8469387755102,99.6770977973938,209,22,32,10,15
215,243,1198,1226,504,159,131,13,0,61,16,3,0,3,21,5,1,26,44,22,28,0,7,0,12,1,1,0,0,137,117,20,20,73.95348837209302,51.41860465116279,37.089445438282645,49.30232558139535,99.91846084594727,35,14,13,4,4
435,480,2509,2554,1038,249,202,17,0,127,63,4,0,11,45,9,0,33,95,24,42,0,15,4,40,6,1,0,3,309,283,27,42,57.24137931034483,43.04597701149425,25.308316430020287,53.79310344827586,97.7443516254425,170,41,42,28,25
218,261,1264,1307,541,149,122,11,0,56,34,5,0,12,23,2,0,27,33,6,43,0,10,3,16,4,1,0,0,169,135,34,20,68.34862385321101,46.15596330275229,24.87447873227688,59.174311926605505,99.44019317626953,126,9,19,7,12
