n_tokens,n_tokens_all,n_chars,n_chars_all,n_syllables,n_words,n_unique_lemmas,n_sentences,n_other,n_nouns,n_verbs,n_number,n_symbols,n_adverbs,n_articles,n_pronouns,n_particles,n_adjectives,n_prepositions,n_proper_nouns,n_punctuations,n_interjections,n_coordinating_conjunctions,n_subordinating_conjunctions,n_active_verbs,n_passive_verbs,n_reflective_verbs,n_latinisms,n_difficult_connectives,n_vdb,n_vdb_fo,n_vdb_au,n_vdb_ad,ttr,gulpease,flesch_vacca,lexical_density,semantic_similarity,editdistance,n_added_tokens,n_deleted_tokens,n_added_vdb_tokens,n_deleted_vdb_tokens
414,465,2349,2400,955,190,164,26,0,104,50,28,1,5,42,5,0,39,80,32,51,0,6,8,27,4,0,0,1,232,192,34,26,45.893719806763286,51.10144927536232,40.13730955035301,47.82608695652174,94.62639093399048,566,73,83,42,40
328,378,1809,1859,761,189,162,17,0,109,39,12,0,7,41,1,0,24,73,8,50,0,6,4,27,5,0,0,1,232,195,37,28,57.62195121951219,49.396341463414636,35.89795552367285,54.57317073170732,98.37242364883423,438,57,57,40,29
221,267,1128,1174,463,117,104,21,0,70,24,17,0,7,14,2,0,13,38,21,44,0,7,2,8,7,1,0,2,130,110,20,26,52.94117647058824,66.46606334841628,59.29971988795517,51.58371040723983,96.8470811843872,387,38,53,24,25
79,94,430,451,175,62,54,6,0,24,18,2,0,4,7,5,0,2,13,0,15,0,2,2,9,2,1,0,1,64,47,17,7,78.48101265822784,57.35443037974683,48.84599156118144,60.75949367088608,97.96751141548157,155,22,16,19,12
75,86,401,418,172,56,50,6,0,15,18,0,0,1,10,4,0,4,13,7,11,0,1,1,11,0,3,0,0,57,54,3,8,74.66666666666667,59.53333333333333,44.43333333333331,50.66666666666667,96.36449813842773,142,14,21,12,8
75,86,401,418,172,56,50,6,0,15,18,0,0,1,10,4,0,4,13,7,11,0,1,1,11,0,3,0,0,57,54,3,8,74.66666666666667,59.53333333333333,44.43333333333331,50.66666666666667,96.36449813842773,142,14,21,12,8
390,454,2202,2266,906,220,197,17,0,117,31,29,0,0,36,4,0,30,83,27,64,0,20,4,22,3,0,0,3,238,211,28,39,56.41025641025641,45.61538461538461,32.05882352941174,45.64102564102564,99.3906319141388,266,32,49,24,18
282,304,1537,1559,623,189,154,14,0,68,38,7,0,5,35,6,0,32,63,18,22,0,4,0,21,4,1,0,0,200,183,20,25,67.02127659574468,49.39007092198582,42.25785207700099,50.70921985815603,98.28898906707764,224,38,38,26,11
443,500,2486,2543,1042,217,190,20,0,139,41,17,0,5,42,6,0,38,108,17,57,0,12,2,34,1,1,0,0,296,258,37,57,48.98419864559819,46.42663656884876,30.96060948081263,50.338600451467265,98.94223213195801,226,35,21,19,10
101,121,632,652,257,77,71,6,0,31,11,2,0,4,14,0,0,15,15,4,20,0,4,1,9,1,0,0,0,77,66,11,9,76.23762376237624,44.24752475247525,23.77062706270625,60.396039603960396,98.42413663864136,141,17,16,16,11
264,313,1494,1543,630,150,132,11,1,93,17,6,0,4,23,4,0,32,63,5,49,0,6,0,12,1,0,0,1,186,151,39,29,56.81818181818182,44.90909090909091,26.886363636363654,55.3030303030303,99.62806105613708,245,27,36,11,9
342,397,2006,2063,821,204,168,19,3,83,44,3,0,5,34,5,0,34,77,31,55,0,12,3,35,2,1,0,2,227,197,31,31,59.64912280701754,47.01169590643275,31.96198830409358,48.53801169590643,98.50336909294128,501,69,55,50,34
83,94,521,532,208,69,62,4,1,16,13,4,0,2,15,1,0,9,15,7,11,0,0,0,3,3,0,0,1,59,50,9,3,83.13253012048193,40.68674698795181,22.35843373493975,48.19277108433735,96.92789316177368,110,19,22,16,16
252,285,1399,1432,589,150,128,13,0,75,31,2,0,5,22,3,0,25,64,10,33,0,9,1,22,0,1,0,0,184,162,23,17,59.523809523809526,48.96031746031746,34.69078144078142,53.96825396825397,98.41397404670715,143,21,8,9,4
225,267,1280,1322,525,141,122,13,2,64,18,6,1,4,28,1,0,15,44,26,42,0,9,0,15,1,0,0,0,136,115,20,20,62.66666666666667,49.44444444444444,37.02564102564101,44.888888888888886,99.53208565711975,334,31,36,22,23
302,342,1677,1717,692,187,166,16,1,81,35,12,0,6,30,1,0,23,67,30,40,0,9,1,10,12,0,0,0,185,154,29,30,61.920529801324506,49.36423841059602,38.18460264900659,48.01324503311258,99.20957088470459,258,42,37,30,24
302,342,1677,1717,692,187,166,16,1,81,35,12,0,6,30,1,0,23,67,30,40,0,9,1,10,12,0,0,0,185,154,29,30,61.920529801324506,49.36423841059602,38.18460264900659,48.01324503311258,99.20957088470459,258,42,37,30,24
123,147,683,707,268,90,80,7,0,34,16,6,1,0,20,0,0,10,17,10,24,0,5,0,12,1,0,0,0,81,74,8,8,73.17073170731707,50.54471544715447,46.80255516840883,48.78048780487805,97.71289229393005,172,21,26,14,10
123,147,683,707,268,90,80,7,0,34,16,6,1,0,20,0,0,10,17,10,24,0,5,0,12,1,0,0,0,81,74,8,8,73.17073170731707,50.54471544715447,46.80255516840883,48.78048780487805,97.71289229393005,172,21,26,14,10
235,300,1270,1335,514,165,142,12,0,53,29,13,0,2,18,4,0,23,40,44,62,0,7,0,17,1,0,0,0,136,122,14,20,70.2127659574468,50.276595744680854,44.24645390070923,45.53191489361702,98.67061972618103,436,16,46,14,25
237,273,1406,1442,576,162,136,13,0,67,27,1,0,6,26,3,0,34,44,17,36,0,8,0,23,1,1,0,0,177,157,21,21,68.35443037974683,46.130801687763714,29.794547224926955,56.540084388185655,99.43951368331909,498,36,69,30,41
130,145,799,814,324,95,78,9,0,31,17,1,0,2,21,5,0,12,21,9,16,0,4,1,15,0,1,0,0,89,76,12,8,73.07692307692307,48.30769230769231,29.555555555555557,47.69230769230769,99.52892065048218,240,32,29,26,22
406,458,2545,2597,1038,244,195,26,0,104,63,3,2,14,35,11,0,32,81,42,52,0,11,1,29,11,1,0,4,272,217,48,34,60.09852216748769,45.52709359605911,24.202349374763173,52.463054187192114,99.73384737968445,336,41,68,26,23
299,337,1790,1828,735,201,172,25,0,80,36,4,1,10,31,7,0,30,60,26,38,0,2,3,23,1,3,0,0,187,162,23,20,67.22408026755853,54.21739130434783,34.25739130434781,52.17391304347826,99.07678365707397,400,59,72,32,31
387,441,2339,2393,979,229,193,26,0,126,48,10,0,8,40,4,0,32,85,9,57,0,6,2,32,3,0,0,0,268,226,42,35,59.17312661498708,48.71576227390181,26.68386006758101,55.297157622739014,99.49166774749756,555,47,75,33,52
210,240,1192,1222,501,147,126,14,0,56,17,3,0,4,31,4,1,24,37,22,30,0,6,0,16,0,1,0,1,140,122,19,17,70.0,52.23809523809524,35.928571428571416,48.095238095238095,99.62731003761292,245,30,42,19,23
393,434,2293,2334,943,226,182,16,0,118,55,4,0,11,49,4,0,27,81,24,38,0,13,5,41,2,0,0,2,272,253,20,31,57.50636132315522,42.8676844783715,25.470578880407118,53.68956743002544,97.47750759124756,1405,60,115,42,59
216,259,1211,1254,522,144,123,9,0,57,38,5,0,8,24,1,0,24,32,6,43,0,11,3,21,4,1,0,0,168,139,29,20,66.66666666666666,45.43518518518518,24.916666666666657,58.79629629629629,99.18054342269897,307,24,39,18,26
